country,year,value
Slovakia,2001,0.0
South Korea,2001,0.0
Spain,2001,0.0
Sweden,2001,0.0
Taiwan,2001,14.47915
Trinidad and Tobago,2001,139.49425
Turkiye,2001,0.0
Turkmenistan,2001,1363.159
Ukraine,2001,0.0
United Arab Emirates,2001,250.0302
United Kingdom,2001,457.32925
United States,2001,373.278095
Uzbekistan,2001,632.1385
Yemen,2001,0.0
World,2002,24755.53077
Algeria,2002,2077.9346
Angola,2002,0.0
Argentina,2002,206.2396
Australia,2002,347.28771
Austria,2002,18.85821
Azerbaijan,2002,0.0
Belgium,2002,0.0
Bolivia,2002,168.8057
Brazil,2002,0.0
Brunei,2002,324.1917
Bulgaria,2002,0.0
Burma,2002,218.953
Cameroon,2002,0.0
Canada,2002,3804.48495
Chile,2002,0.0
China,2002,91.39522
Colombia,2002,0.0
Croatia,2002,0.0
Czechia,2002,0.035315
Denmark,2002,116.18635
Dominican Republic,2002,0.0
Egypt,2002,0.0
Equatorial Guinea,2002,0.0
Estonia,2002,0.0
Finland,2002,0.0
France,2002,27.19255
Germany,2002,258.823635
Greece,2002,0.0
Hungary,2002,0.0
India,2002,0.0
Indonesia,2002,1266.04275
Iran,2002,23.66105
Israel,2002,0.0
Italy,2002,1.83638
Japan,2002,0.0
Jordan,2002,0.0
Kazakhstan,2002,226.016
Libya,2002,22.24845
Lithuania,2002,0.0
Malaysia,2002,758.21305
Mexico,2002,1.589175
Mozambique,2002,0.0
Netherlands,2002,1854.002185
Nigeria,2002,276.8696
Norway,2002,2222.37295
Oman,2002,298.7649
Papua New Guinea,2002,0.0
Peru,2002,0.0
Poland,2002,1.48323
Puerto Rico,2002,0.0
Qatar,2002,649.44285
Romania,2002,0.0
Russia,2002,6198.13565
Singapore,2002,0.0
Slovakia,2002,0.0
South Korea,2002,0.0
Spain,2002,0.0
Sweden,2002,0.0
Taiwan,2002,0.0
Trinidad and Tobago,2002,187.8758
Turkiye,2002,0.0
Turkmenistan,2002,1483.23
Ukraine,2002,0.0
United Arab Emirates,2002,252.50225
United Kingdom,2002,459.095
United States,2002,516.232962
Uzbekistan,2002,395.528
Yemen,2002,0.0
World,2003,26612.6097
Algeria,2003,2125.2567
Angola,2003,0.0
Argentina,2003,228.1349
Australia,2003,375.89286
Austria,2003,36.339135
Azerbaijan,2003,0.0
Belgium,2003,0.0
Bolivia,2003,175.8687
Brazil,2003,0.0
Brunei,2003,341.49605
Bulgaria,2003,0.0
Burma,2003,250.38335
Cameroon,2003,0.0
Canada,2003,3583.41305
Chile,2003,0.0
China,2003,67.87543
Colombia,2003,0.0
Croatia,2003,0.0
Czechia,2003,1.801065
Denmark,2003,101.28342
Dominican Republic,2003,0.0
Egypt,2003,12.36025
Equatorial Guinea,2003,0.0
Estonia,2003,0.0
Finland,2003,0.0
France,2003,27.19255
Germany,2003,450.089675
Greece,2003,0.0
Hungary,2003,0.0
India,2003,0.0
Indonesia,2003,1384.348
Iran,2003,124.3088
Israel,2003,0.0
Italy,2003,13.455015
Japan,2003,0.0
Jordan,2003,0.0
Kazakhstan,2003,240.142
Libya,2003,26.48625
Lithuania,2003,0.0
Malaysia,2003,868.0427
Mexico,2003,0.0
Mozambique,2003,0.0
Netherlands,2003,1698.08646
Nigeria,2003,416.36385
Norway,2003,2481.2319
Oman,2003,332.31415
Papua New Guinea,2003,0.0
Peru,2003,0.0
Poland,2003,1.659805
Puerto Rico,2003,0.0
Qatar,2003,677.69485
Romania,2003,0.0
Russia,2003,6789.6619
Singapore,2003,0.0
Slovakia,2003,0.14126
South Korea,2003,0.0
Spain,2003,0.0
Sweden,2003,0.0
Taiwan,2003,0.0
Trinidad and Tobago,2003,420.60165
Turkiye,2003,0.0
Turkmenistan,2003,1532.671
Ukraine,2003,0.0
United Arab Emirates,2003,251.08965
United Kingdom,2003,536.788
United States,2003,679.922323
Uzbekistan,2003,360.213
Yemen,2003,0.0
World,2004,28861.65186
Algeria,2004,2149.62405
Angola,2004,0.0
Argentina,2004,274.39755
Australia,2004,380.095345
Austria,2004,52.937185
Azerbaijan,2004,0.0
Belgium,2004,0.0
Bolivia,2004,279.34165
Brazil,2004,0.0
Brunei,2004,335.4925
Bulgaria,2004,0.0
Burma,2004,265.92195
Cameroon,2004,0.0
Canada,2004,3717.292215
Chile,2004,0.0
China,2004,89.13506
Colombia,2004,0.0
Croatia,2004,0.0
Czechia,2004,3.10772
Denmark,2004,144.7915
Dominican Republic,2004,0.0
Egypt,2004,38.8465
Equatorial Guinea,2004,0.0
Estonia,2004,0.0
Finland,2004,0.0
France,2004,27.19255
Germany,2004,504.65135
Greece,2004,0.0
Hungary,2004,0.0
India,2004,0.0
Indonesia,2004,1353.2708
Iran,2004,125.7214
Israel,2004,0.0
Italy,2004,13.949425
Japan,2004,0.0
Jordan,2004,0.0
Kazakhstan,2004,247.205
Libya,2004,75.22095
Lithuania,2004,0.0
Malaysia,2004,1019.54405
Mexico,2004,0.0
Mozambique,2004,38.49335
Netherlands,2004,1890.376635
Nigeria,2004,440.7312
Norway,2004,2666.2825
Oman,2004,371.16065
Papua New Guinea,2004,0.0
Peru,2004,0.0
Poland,2004,1.659805
Puerto Rico,2004,0.0
Qatar,2004,852.5041
Romania,2004,0.0
Russia,2004,7218.73915
Singapore,2004,0.0
Slovakia,2004,0.035315
South Korea,2004,0.0
Spain,2004,0.0
Sweden,2004,0.0
Taiwan,2004,0.0
Trinidad and Tobago,2004,492.2911
Turkiye,2004,0.0
Turkmenistan,2004,1483.23
Ukraine,2004,501.473
United Arab Emirates,2004,264.1562
United Kingdom,2004,346.087
United States,2004,854.137609
Uzbekistan,2004,342.5555
Yemen,2004,0.0
World,2005,30899.90016
Algeria,2005,2305.01005
Angola,2005,0.0
Argentina,2005,244.73295
Australia,2005,508.571315
Austria,2005,38.1402
Azerbaijan,2005,0.0
Belgium,2005,0.0
Bolivia,2005,361.6256
Brazil,2005,0.0
Brunei,2005,323.13225
Bulgaria,2005,0.0
Burma,2005,312.8909
Cameroon,2005,0.0
Canada,2005,3752.960365
Chile,2005,0.0
China,2005,108.41705
Colombia,2005,0.0
Croatia,2005,0.0
Czechia,2005,3.001775
Denmark,2005,197.022385
Dominican Republic,2005,0.0
Egypt,2005,292.76135
Equatorial Guinea,2005,0.0
Estonia,2005,0.0
Finland,2005,0.0
France,2005,31.7835
Germany,2005,714.669655
Greece,2005,0.0
Hungary,2005,0.0
India,2005,0.0
Indonesia,2005,1281.58135
Iran,2005,152.5608
Israel,2005,0.0
Italy,2005,13.98474
Japan,2005,0.0
Jordan,2005,0.0
Kazakhstan,2005,175.8687
Libya,2005,193.17305
Lithuania,2005,0.0
Malaysia,2005,1050.62125
Mexico,2005,8.722805
Mozambique,2005,73.4552
Netherlands,2005,1841.995085
Nigeria,2005,425.1926
Norway,2005,2885.2355
Oman,2005,375.0453
Papua New Guinea,2005,0.0
Peru,2005,0.0
Poland,2005,1.55386
Puerto Rico,2005,0.0
Qatar,2005,957.0365
Romania,2005,0.0
Russia,2005,7861.47215
Singapore,2005,0.0
Slovakia,2005,13.031235
South Korea,2005,0.0
Spain,2005,0.0
Sweden,2005,0.0
Taiwan,2005,0.0
Trinidad and Tobago,2005,559.74275
Turkiye,2005,0.0
Turkmenistan,2005,1596.238
Ukraine,2005,526.1935
United Arab Emirates,2005,252.1491
United Kingdom,2005,325.6043
United States,2005,728.600537
Uzbekistan,2005,406.1225
Yemen,2005,0.0
World,2006,32486.74938
Algeria,2006,2175.404
Angola,2006,0.0
Argentina,2006,216.8341
Australia,2006,577.7534
Austria,2006,92.31341
Azerbaijan,2006,0.0
Belgium,2006,0.0
Bolivia,2006,381.402
Brazil,2006,0.0
Brunei,2006,346.44015
Bulgaria,2006,0.0
Burma,2006,317.1287
Cameroon,2006,0.0
Canada,2006,3605.73213
Chile,2006,0.0
China,2006,105.895559
Colombia,2006,0.0
Croatia,2006,0.0
Czechia,2006,4.37906
Denmark,2006,184.944655
Dominican Republic,2006,0.0
Egypt,2006,596.8235
Equatorial Guinea,2006,0.0
Estonia,2006,0.0
Finland,2006,0.0
France,2006,31.7835
Germany,2006,547.3825
Greece,2006,0.0
Hungary,2006,0.176575
India,2006,0.0
Indonesia,2006,1206.71355
Iran,2006,200.94235
Israel,2006,0.0
Italy,2006,13.031235
Japan,2006,0.0
Jordan,2006,0.0
Kazakhstan,2006,282.52
Libya,2006,300.1775
Lithuania,2006,0.0
Malaysia,2006,1039.32045
Mexico,2006,11.93647
Mozambique,2006,85.81545
Netherlands,2006,1930.3179
Nigeria,2006,620.8377
Norway,2006,2974.2293
Oman,2006,456.9761
Papua New Guinea,2006,0.0
Peru,2006,0.0
Poland,2006,1.62449
Puerto Rico,2006,0.0
Qatar,2006,1097.94335
Romania,2006,0.0
Russia,2006,8401.79165
Singapore,2006,0.0
Slovakia,2006,20.12955
South Korea,2006,0.0
Spain,2006,0.0
Sweden,2006,0.0
Taiwan,2006,0.0
Trinidad and Tobago,2006,573.86875
Turkiye,2006,0.0
Turkmenistan,2006,1636.4971
Ukraine,2006,519.1305
United Arab Emirates,2006,250.7365
United Kingdom,2006,360.213
United States,2006,723.958099
Uzbekistan,2006,446.73475
Yemen,2006,0.0
World,2007,33269.40942
Algeria,2007,2061.33655
Angola,2007,0.0
Argentina,2007,91.46585
Australia,2007,688.35998
Austria,2007,98.10507
Azerbaijan,2007,45.2032
Belgium,2007,0.0
Bolivia,2007,408.9477
Brazil,2007,0.0
Brunei,2007,330.159935
Bulgaria,2007,0.0
Burma,2007,331.961
Cameroon,2007,0.0
Canada,2007,3843.82586
Chile,2007,0.0
China,2007,94.99735
Colombia,2007,3.5315
Croatia,2007,10.94765
Czechia,2007,14.19663
Denmark,2007,159.55317
Dominican Republic,2007,0.0
Egypt,2007,560.413735
Equatorial Guinea,2007,50.4686665
Estonia,2007,0.0
Finland,2007,0.0
France,2007,38.8465
Germany,2007,553.45668
Greece,2007,0.0
Hungary,2007,0.741615
India,2007,0.0
Indonesia,2007,1295.70735
Iran,2007,217.5404
Israel,2007,0.0
Italy,2007,2.40142
Japan,2007,0.0
Jordan,2007,0.0
Kazakhstan,2007,22.6016
Libya,2007,351.7374
Lithuania,2007,0.0
Malaysia,2007,1107.4784
Mexico,2007,50.606395
Mozambique,2007,86.1686
Netherlands,2007,1965.91542
Nigeria,2007,773.3985
Norway,2007,3011.6632
Oman,2007,464.6641755
Papua New Guinea,2007,0.0
Peru,2007,0.0
Poland,2007,1.589175
Puerto Rico,2007,0.0
Qatar,2007,1536.2025
Romania,2007,0.0
Russia,2007,8187.07645
Singapore,2007,0.0
Slovakia,2007,6.3567
South Korea,2007,0.0
Spain,2007,0.0
Sweden,2007,0.0
Taiwan,2007,0.0
Trinidad and Tobago,2007,662.5094
Turkiye,2007,1.094765
Turkmenistan,2007,1850.506
Ukraine,2007,109.4765
United Arab Emirates,2007,269.1003
United Kingdom,2007,367.276
United States,2007,822.453577
Uzbekistan,2007,519.1305
Yemen,2007,0.0
World,2008,34724.12003
Algeria,2008,2077.58145
Angola,2008,0.0
Argentina,2008,33.54925
Australia,2008,656.92963
Austria,2008,70.453425
Azerbaijan,2008,189.9947
Belgium,2008,25.108965
Bolivia,2008,416.36385
Brazil,2008,0.0
Brunei,2008,324.898
Bulgaria,2008,0.0
Burma,2008,301.94325
Cameroon,2008,0.0
Canada,2008,3672.159645
Chile,2008,0.0
China,2008,118.6584
Colombia,2008,52.9725
Croatia,2008,10.45324
Czechia,2008,34.18492
Denmark,2008,194.79754
Dominican Republic,2008,0.0
Egypt,2008,597.5298
Equatorial Guinea,2008,157.15175
Estonia,2008,0.0
Finland,2008,0.0
France,2008,35.315
Germany,2008,531.384805
Greece,2008,0.0
Hungary,2008,0.812245
India,2008,0.0
Indonesia,2008,1272.0463
Iran,2008,145.14465
Israel,2008,0.0
Italy,2008,7.41615
Japan,2008,0.0
Jordan,2008,0.0
Kazakhstan,2008,28.252
Libya,2008,367.276
Lithuania,2008,0.0
Malaysia,2008,1084.8768
Mexico,2008,46.12139
Mozambique,2008,97.4694
Netherlands,2008,2179.57117
Nigeria,2008,725.72325
Norway,2008,3380.3518
Oman,2008,384.58035
Papua New Guinea,2008,0.0
Peru,2008,0.0
Poland,2008,1.377285
Puerto Rico,2008,0.0
Qatar,2008,2005.1857
Romania,2008,0.0
Russia,2008,8380.2495
Singapore,2008,0.0
Slovakia,2008,6.56859
South Korea,2008,0.0
Spain,2008,1.659805
Sweden,2008,0.0
Taiwan,2008,0.0
Trinidad and Tobago,2008,613.0684
Turkiye,2008,15.362025
Turkmenistan,2008,1970.577
Ukraine,2008,113.008
United Arab Emirates,2008,266.62825
United Kingdom,2008,406.1225
United States,2008,963.262554
Uzbekistan,2008,529.725
Yemen,2008,0.0
World,2009,32121.86708
Algeria,2009,1860.04105
Angola,2009,0.0
Argentina,2009,31.0772
Australia,2009,740.096455
Austria,2009,102.166295
Azerbaijan,2009,205.18015
Belgium,2009,125.7214
Bolivia,2009,345.73385
Brazil,2009,0.0
Brunei,2009,311.12515
Bulgaria,2009,0.0
Burma,2009,292.76135
Cameroon,2009,0.0
Canada,2009,3257.4556
Chile,2009,0.0
China,2009,113.255205
Colombia,2009,63.567
Croatia,2009,12.07773
Czechia,2009,0.98882
Denmark,2009,141.47189
Dominican Republic,2009,0.0
Egypt,2009,646.9708
Equatorial Guinea,2009,166.6868
Estonia,2009,0.0
Finland,2009,0.0
France,2009,29.6646
Germany,2009,467.21745
Greece,2009,0.0
Hungary,2009,3.03709
India,2009,0.0
Indonesia,2009,1212.36395
Iran,2009,209.0648
Israel,2009,0.0
Italy,2009,4.414375
Japan,2009,0.0
Jordan,2009,0.0
Kazakhstan,2009,334.43305
Libya,2009,352.793853
Lithuania,2009,0.0
Malaysia,2009,1086.9957
Mexico,2009,29.205505
Mozambique,2009,89.34695
Netherlands,2009,1963.93778
Nigeria,2009,564.3337
Norway,2009,3433.3243
Oman,2009,407.5351
Papua New Guinea,2009,0.0
Peru,2009,0.0
Poland,2009,1.447915
Puerto Rico,2009,0.0
Qatar,2009,2408.12985
Romania,2009,0.0
Russia,2009,7122.68235
Singapore,2009,0.0
Slovakia,2009,0.529725
South Korea,2009,0.0
Spain,2009,36.339135
Sweden,2009,0.0
Taiwan,2009,0.0
Trinidad and Tobago,2009,697.1181
Turkiye,2009,25.00302
Turkmenistan,2009,594.7046
Ukraine,2009,98.882
United Arab Emirates,2009,247.55815
United Kingdom,2009,429.78355
United States,2009,1072.357038
Uzbekistan,2009,536.788
Yemen,2009,14.8323
World,2010,34590.54463
Algeria,2010,1970.22385
Angola,2010,0.0
Argentina,2010,14.8323
Australia,2010,858.08387
Austria,2010,175.338975
Azerbaijan,2010,192.46675
Belgium,2010,113.184575
Bolivia,2010,411.41975
Brazil,2010,0.0
Brunei,2010,311.83145
Bulgaria,2010,0.0
Burma,2010,311.12515
Cameroon,2010,0.0
Canada,2010,3375.725535
Chile,2010,0.0
China,2010,141.9663
Colombia,2010,76.9867
Croatia,2010,6.3567
Czechia,2010,5.615085
Denmark,2010,124.838525
Dominican Republic,2010,0.0
Egypt,2010,535.3754
Equatorial Guinea,2010,182.2254
Estonia,2010,0.0
Finland,2010,0.0
France,2010,54.03195
Germany,2010,722.96868
Greece,2010,0.0
Hungary,2010,8.016505
India,2010,0.0
Indonesia,2010,1456.74375
Iran,2010,297.3523
Israel,2010,0.0
Italy,2010,4.979415
Japan,2010,0.0
Jordan,2010,0.0
Kazakhstan,2010,410.71345
Libya,2010,349.4389565
Lithuania,2010,0.0
Malaysia,2010,1122.66385
Mexico,2010,32.4898
Mozambique,2010,107.3576
Netherlands,2010,2102.37258
Nigeria,2010,846.1474
Norway,2010,3561.51775
Oman,2010,405.76935
Papua New Guinea,2010,0.0
Peru,2010,61.4481
Poland,2010,1.62449
Puerto Rico,2010,0.0
Qatar,2010,3351.3935
Romania,2010,0.0
Russia,2010,6466.1765
Singapore,2010,0.0
Slovakia,2010,0.0
South Korea,2010,0.0
Spain,2010,40.788825
Sweden,2010,0.0
Taiwan,2010,0.0
Trinidad and Tobago,2010,675.9291
Turkiye,2010,22.919435
Turkmenistan,2010,709.47835
Ukraine,2010,91.819
United Arab Emirates,2010,270.15975
United Kingdom,2010,564.96937
United States,2010,1136.789362
Uzbekistan,2010,508.536
Yemen,2010,186.81635
World,2011,35812.69604
Algeria,2011,1761.86535
Angola,2011,0.0
Argentina,2011,7.063
Australia,2011,958.484415
Austria,2011,128.440655
Azerbaijan,2011,222.13135
Belgium,2011,139.812085
Bolivia,2011,470.3958
Brazil,2011,1.773526525
Brunei,2011,332.6673
Bulgaria,2011,0.0
Burma,2011,302.64955
Cameroon,2011,0.0
Canada,2011,3274.33617
Chile,2011,0.0
China,2011,112.831425
Colombia,2011,74.51465
Croatia,2011,5.50914
Czechia,2011,5.897605
Denmark,2011,110.359375
Dominican Republic,2011,0.0
Egypt,2011,371.5138
Equatorial Guinea,2011,185.7569
Estonia,2011,0.0
Finland,2011,0.0
France,2011,41.31855
Germany,2011,621.68526
Greece,2011,0.0
Hungary,2011,20.023605
India,2011,0.0
Indonesia,2011,1372.69405
Iran,2011,313.95035
Israel,2011,0.0
Italy,2011,4.37906
Japan,2011,0.0
Jordan,2011,0.0
Kazakhstan,2011,396.9406
Libya,2011,111.7003961
Lithuania,2011,0.0
Malaysia,2011,1150.20955
Mexico,2011,2.931145
Mozambique,2011,116.5395
Netherlands,2011,1972.41338
Nigeria,2011,917.13055
Norway,2011,3414.9605
Oman,2011,385.99295
Papua New Guinea,2011,0.0
Peru,2011,199.1766
Poland,2011,1.024135
Puerto Rico,2011,0.0
Qatar,2011,4230.38385
Romania,2011,0.0
Russia,2011,6642.7515
Singapore,2011,0.0
Slovakia,2011,0.105945
South Korea,2011,0.0
Spain,2011,59.96487
Sweden,2011,0.0
Taiwan,2011,0.0
Trinidad and Tobago,2011,622.60345
Turkiye,2011,25.179595
Turkmenistan,2011,1244.5006
Ukraine,2011,0.0
United Arab Emirates,2011,450.97255
United Kingdom,2011,592.72696
United States,2011,1505.64994
Uzbekistan,2011,423.78
Yemen,2011,308.6531
World,2012,35738.12441
Algeria,2012,1787.29215
Angola,2012,0.0
Argentina,2012,3.5315
Australia,2012,906.11227
Austria,2012,225.3097
Azerbaijan,2012,215.06835
Belgium,2012,44.77942
Bolivia,2012,519.8368
Brazil,2012,11.02878081
Brunei,2012,313.5972
Bulgaria,2012,0.0
Burma,2012,299.11805
Cameroon,2012,0.0
Canada,2012,3117.96135
Chile,2012,0.0
China,2012,102.06035
Colombia,2012,64.9796
Croatia,2012,3.60213
Czechia,2012,0.247205
Denmark,2012,105.45059
Dominican Republic,2012,0.0
Egypt,2012,267.33455
Equatorial Guinea,2012,169.15885
Estonia,2012,0.0
Finland,2012,0.0
France,2012,214.07953
Germany,2012,600.955355
Greece,2012,0.0
Hungary,2012,29.488025
India,2012,0.0
Indonesia,2012,1241.32225
Iran,2012,326.3106
Israel,2012,0.0
Italy,2012,4.908785
Japan,2012,0.0
Jordan,2012,0.0
Kazakhstan,2012,389.52445
Libya,2012,226.6324992
Lithuania,2012,0.0
Malaysia,2012,1157.27255
Mexico,2012,0.35315
Mozambique,2012,127.134
Netherlands,2012,2133.343835
Nigeria,2012,956.3302
Norway,2012,3898.42285
Oman,2012,383.5209
Papua New Guinea,2012,0.0
Peru,2012,185.0506
Poland,2012,0.105945
Puerto Rico,2012,0.0
Qatar,2012,4238.85945
Romania,2012,0.0
Russia,2012,6310.7905
Singapore,2012,0.0
Slovakia,2012,1.659805
South Korea,2012,0.0
Spain,2012,98.705425
Sweden,2012,0.0
Taiwan,2012,0.0
Trinidad and Tobago,2012,626.13495
Turkiye,2012,21.718725
Turkmenistan,2012,1264.63015
Ukraine,2012,0.0
United Arab Emirates,2012,268.394
United Kingdom,2012,461.884885
United States,2012,1618.828354
Uzbekistan,2012,360.213
Yemen,2012,241.20145
World,2013,36575.59072
Algeria,2013,1649.2105
Angola,2013,18.257855
Argentina,2013,3.072405
Australia,2013,1128.80866
Austria,2013,139.98866
Azerbaijan,2013,271.2192
Belgium,2013,32.91358
Bolivia,2013,604.23965
Brazil,2013,1.320127052
Brunei,2013,326.3106
Bulgaria,2013,0.0
Burma,2013,306.88735
Cameroon,2013,0.0
Canada,2013,2911.72175
Chile,2013,0.0
China,2013,96.869045
Colombia,2013,74.1615
Croatia,2013,13.27844
Czechia,2013,0.28252
Denmark,2013,78.96434
Dominican Republic,2013,0.0
Egypt,2013,175.1624
Equatorial Guinea,2013,179.75335
Estonia,2013,0.0
Finland,2013,0.035315
France,2013,177.49319
Germany,2013,775.552715
Greece,2013,0.0
Hungary,2013,51.63053
India,2013,0.0
Indonesia,2013,1116.6603
Iran,2013,337.25825
Israel,2013,0.0
Italy,2013,8.05182
Japan,2013,0.0
Jordan,2013,0.0
Kazakhstan,2013,402.591
Libya,2013,199.5958261
Lithuania,2013,0.0
Malaysia,2013,1248.38525
Mexico,2013,1.447915
Mozambique,2013,131.3718
Netherlands,2013,2362.64413
Nigeria,2013,771.63275
Norway,2013,3658.634
Oman,2013,398.3532
Papua New Guinea,2013,0.0
Peru,2013,182.9317
Poland,2013,3.31961
Puerto Rico,2013,0.0
Qatar,2013,4330.67845
Romania,2013,0.0
Russia,2013,6875.8305
Singapore,2013,0.0
Slovakia,2013,0.529725
South Korea,2013,0.0
Spain,2013,205.95708
Sweden,2013,0.0
Taiwan,2013,0.0
Trinidad and Tobago,2013,625.7818
Turkiye,2013,24.120145
Turkmenistan,2013,1457.45005
Ukraine,2013,0.0
United Arab Emirates,2013,261.331
United Kingdom,2013,348.170585
United States,2013,1572.413251
Uzbekistan,2013,476.7525
Yemen,2013,328.78265
World,2014,35968.72261
Algeria,2014,1568.294287
Angola,2014,17.6575
Argentina,2014,2.47205
Australia,2014,1116.483725
Austria,2014,89.311635
Azerbaijan,2014,274.39755
Belgium,2014,29.94712
Bolivia,2014,628.67763
Brazil,2014,3.194791804
Brunei,2014,276.1633
Bulgaria,2014,0.0
Burma,2014,413.1855
Cameroon,2014,0.0
Canada,2014,2753.545865
Chile,2014,0.0
China,2014,90.79982466
Colombia,2014,33.54925
Croatia,2014,15.32671
Czechia,2014,0.035315
Denmark,2014,73.914295
Dominican Republic,2014,0.0
Egypt,2014,25.4268
Equatorial Guinea,2014,169.15885
Estonia,2014,0.0
Finland,2014,0.0
France,2014,249.924255
Germany,2014,786.60631
Greece,2014,0.0
Hungary,2014,26.1331
India,2014,0.0
Indonesia,2014,1120.54495
Iran,2014,339.37715
Israel,2014,0.0
Italy,2014,8.369655
Japan,2014,0.0
Jordan,2014,0.0
Kazakhstan,2014,418.8359
Libya,2014,230.0046411
Lithuania,2014,0.0
Malaysia,2014,1231.43405
Mexico,2014,1.83638
Mozambique,2014,134.197
Netherlands,2014,2074.650305
Nigeria,2014,880.7561
Norway,2014,3767.094119
Oman,2014,362.68505
Papua New Guinea,2014,164.21475
Peru,2014,185.0506
Poland,2014,2.68394
Puerto Rico,2014,0.0
Qatar,2014,4199.58917
Romania,2014,0.0
Russia,2014,6662.887084
Singapore,2014,0.0
Slovakia,2014,0.105945
South Korea,2014,2.543136103
Spain,2014,290.253985
Sweden,2014,0.0
Taiwan,2014,0.0
Trinidad and Tobago,2014,614.83415
Turkiye,2014,22.354395
Turkmenistan,2014,1589.175
Ukraine,2014,0.0
United Arab Emirates,2014,284.85079
United Kingdom,2014,404.404611
United States,2014,1514.241844
Uzbekistan,2014,284.28575
Yemen,2014,310.772
World,2015,37039.49369
Algeria,2015,1529.140529
Angola,2015,0.0
Argentina,2015,2.8252
Australia,2015,1202.97016
Austria,2015,190.948205
Azerbaijan,2015,258.5058
Belgium,2015,59.82361
Bolivia,2015,621.544
Brazil,2015,0.066042797
Brunei,2015,300.8838
Bulgaria,2015,0.0
Burma,2015,491.23165
Cameroon,2015,0.0
Canada,2015,2763.504695
Chile,2015,0.0
China,2015,112.9505569
Colombia,2015,14.126
Croatia,2015,12.960605
Czechia,2015,0.0
Denmark,2015,77.41048
Dominican Republic,2015,0.0
Egypt,2015,0.0
Equatorial Guinea,2015,176.92815
Estonia,2015,0.0
Finland,2015,0.0
France,2015,191.371985
Germany,2015,1147.94939
Greece,2015,0.0
Hungary,2015,19.246675
India,2015,9.53505
Indonesia,2015,1069.69135
Iran,2015,295.9397
Israel,2015,0.0
Italy,2015,7.804615
Japan,2015,0.0
Jordan,2015,0.0
Kazakhstan,2015,434.02135
Libya,2015,251.0168876
Lithuania,2015,0.0
Malaysia,2015,1235.67185
Mexico,2015,1.094765
Mozambique,2015,134.197
