country,year,value
Tunisia,2003,49.441
Turkiye,2003,729.25475
Ukraine,2003,2334.3215
United Arab Emirates,2003,7.063
United Kingdom,2003,263.09675
United States,2003,3943.749002
Uruguay,2003,2.1189
Uzbekistan,2003,0.0
Venezuela,2003,0.0
World,2004,29141.27843
Argentina,2004,28.252
Armenia,2004,46.96895
Australia,2004,0.77693
Austria,2004,296.893205
Azerbaijan,2004,174.10295
Bahrain,2004,0.0
Bangladesh,2004,0.0
Barbados,2004,0.0
Belarus,2004,572.8093
Belgium,2004,602.68579
Benin,2004,0.0
Bosnia and Herzegovina,2004,10.5945
Brazil,2004,266.9814
Bulgaria,2004,105.857353
Burma,2004,0.0
Cameroon,2004,0.0
Canada,2004,383.556215
Chile,2004,240.35389
China,2004,0.0
Colombia,2004,0.0
Croatia,2004,39.19965
Czechia,2004,311.372355
Denmark,2004,0.0
Dominican Republic,2004,4.59095
Egypt,2004,0.0
El Salvador,2004,0.0
Estonia,2004,34.11429
Finland,2004,171.595585
France,2004,1581.4057
Georgia,2004,42.73115
Germany,2004,3193.217615
Ghana,2004,0.0
Gibraltar,2004,0.0
Greece,2004,92.631245
Guyana,2004,0.0
Haiti,2004,0.0
Hong Kong,2004,89.13506
Hungary,2004,403.22667
India,2004,91.819
Indonesia,2004,0.0
Iran,2004,183.638
Iraq,2004,0.0
Ireland,2004,121.4836
Israel,2004,0.0
Italy,2004,2398.17102
Jamaica,2004,0.0
Japan,2004,2868.42556
Jordan,2004,38.8465
Kazakhstan,2004,413.1855
Kuwait,2004,0.0
Kyrgyzstan,2004,31.43035
Latvia,2004,67.45165
Lebanon,2004,0.0
Lithuania,2004,103.1198
Luxembourg,2004,47.922455
Macau,2004,0.0
Malaysia,2004,27.19255
Malta,2004,0.0
Mexico,2004,411.20786
Moldova,2004,76.63355
Morocco,2004,0.0
Netherlands,2004,665.3346
North Macedonia,2004,3.5315
Norway,2004,0.0
Oman,2004,0.0
Pakistan,2004,0.0
Panama,2004,0.0
Philippines,2004,0.0
Poland,2004,351.843345
Portugal,2004,132.7844
Puerto Rico,2004,24.0142
Romania,2004,218.953
Russia,2004,794.5875
Singapore,2004,233.43215
Slovakia,2004,245.403935
Slovenia,2004,38.811185
South Africa,2004,38.49335
South Korea,2004,1021.627635
Spain,2004,1004.040765
Sweden,2004,34.573385
Switzerland,2004,116.927965
Syria,2004,0.0
Taiwan,2004,322.42595
Tajikistan,2004,47.67525
Thailand,2004,265.92195
The Bahamas,2004,0.0
Togo,2004,0.0
Tunisia,2004,45.9095
Turkiye,2004,767.46558
Ukraine,2004,2373.168
United Arab Emirates,2004,49.441
United Kingdom,2004,434.3745
United States,2004,4258.558342
Uruguay,2004,4.2378
Uzbekistan,2004,0.0
Venezuela,2004,0.0
World,2005,30905.24573
Argentina,2005,61.4481
Armenia,2005,60.0355
Australia,2005,0.0
Austria,2005,347.99401
Azerbaijan,2005,161.0364
Bahrain,2005,0.0
Bangladesh,2005,0.0
Barbados,2005,0.0
Belarus,2005,710.89095
Belgium,2005,613.386235
Benin,2005,0.0
Bosnia and Herzegovina,2005,14.126
Brazil,2005,312.1846
Bulgaria,2005,106.8751992
Burma,2005,0.0
Cameroon,2005,0.0
Canada,2005,336.34006
Chile,2005,221.742885
China,2005,0.0
Colombia,2005,0.0
Croatia,2005,40.61225
Czechia,2005,330.513085
Denmark,2005,0.0
Dominican Republic,2005,8.82875
Egypt,2005,0.0
El Salvador,2005,0.0
Estonia,2005,34.573385
Finland,2005,156.268875
France,2005,1731.49445
Georgia,2005,51.5599
Germany,2005,3324.660045
Ghana,2005,0.0
Gibraltar,2005,0.0
Greece,2005,99.5883
Guyana,2005,0.0
Haiti,2005,0.0
Hong Kong,2005,108.41705
Hungary,2005,423.92126
India,2005,213.3026
Indonesia,2005,0.0
Iran,2005,204.827
Iraq,2005,0.0
Ireland,2005,123.53187
Israel,2005,0.0
Italy,2005,2594.2399
Jamaica,2005,0.0
Japan,2005,2857.513225
Jordan,2005,45.2032
Kazakhstan,2005,141.26
Kuwait,2005,0.0
Kyrgyzstan,2005,25.07365
Latvia,2005,68.5111
Lebanon,2005,0.0
Lithuania,2005,107.3576
Luxembourg,2005,47.216155
Macau,2005,0.0
Malaysia,2005,52.9725
Malta,2005,0.0
Mexico,2005,330.301195
Moldova,2005,86.52175
Morocco,2005,14.34735645
Netherlands,2005,810.090785
North Macedonia,2005,3.5315
Norway,2005,0.0
Oman,2005,0.0
Pakistan,2005,0.0
Panama,2005,0.0
Philippines,2005,0.0
Poland,2005,369.500845
Portugal,2005,157.64616
Puerto Rico,2005,23.66105
Romania,2005,229.5475
Russia,2005,967.631
Singapore,2005,233.43215
Slovakia,2005,261.295685
Slovenia,2005,40.153155
South Africa,2005,73.4552
South Korea,2005,1029.185045
Spain,2005,1233.800155
Sweden,2005,32.91358
Switzerland,2005,120.035685
Syria,2005,0.0
Taiwan,2005,339.37715
Tajikistan,2005,49.08785
Thailand,2005,312.8909
The Bahamas,2005,0.0
Togo,2005,0.0
Tunisia,2005,63.567
Turkiye,2005,938.425495
Ukraine,2005,2394.357
United Arab Emirates,2005,49.441
United Kingdom,2005,583.4038
United States,2005,4341.034052
Uruguay,2005,3.17835
Uzbekistan,2005,0.0
Venezuela,2005,0.0
World,2006,33016.50743
Argentina,2006,63.567
Armenia,2006,60.0355
Australia,2006,45.732925
Austria,2006,381.68452
Azerbaijan,2006,158.2112
Bahrain,2006,0.0
Bangladesh,2006,0.0
Barbados,2006,0.0
Belarus,2006,734.552
Belgium,2006,622.17967
Benin,2006,0.0
Bosnia and Herzegovina,2006,14.126
Brazil,2006,334.0799
Bulgaria,2006,113.0976096
Burma,2006,0.0
Cameroon,2006,0.413700669
Canada,2006,340.895695
Chile,2006,202.77873
China,2006,32.77232
Colombia,2006,0.0
Croatia,2006,40.61225
Czechia,2006,346.22826
Denmark,2006,0.0
Dominican Republic,2006,8.82875
Egypt,2006,0.0
El Salvador,2006,0.0
Estonia,2006,35.632835
Finland,2006,168.346605
France,2006,1750.9177
Georgia,2006,49.441
Germany,2006,3285.84886
Ghana,2006,0.0
Gibraltar,2006,0.0
Greece,2006,116.32761
Guyana,2006,0.0
Haiti,2006,0.0
Hong Kong,2006,105.895559
Hungary,2006,407.217265
India,2006,282.16685
Indonesia,2006,0.0
Iran,2006,204.827
Iraq,2006,0.0
Ireland,2006,147.863905
Israel,2006,0.0
Italy,2006,2733.345685
Jamaica,2006,0.0
Japan,2006,3130.074395
Jordan,2006,68.15795
Kazakhstan,2006,176.575
Kuwait,2006,0.0
Kyrgyzstan,2006,26.48625
Latvia,2006,67.0985
Lebanon,2006,0.0
Lithuania,2006,102.76665
Luxembourg,2006,49.546945
Macau,2006,0.0
Malaysia,2006,57.2103
Malta,2006,0.0
Mexico,2006,371.5138
Moldova,2006,91.819
Morocco,2006,17.81809685
Netherlands,2006,889.01981
North Macedonia,2006,3.5315
Norway,2006,0.0
Oman,2006,0.0
Pakistan,2006,0.0
Panama,2006,0.0
Philippines,2006,0.0
Poland,2006,385.71043
Portugal,2006,148.323
Puerto Rico,2006,25.4268
Romania,2006,208.3585
Russia,2006,1889.3525
Singapore,2006,233.43215
Slovakia,2006,245.0861
Slovenia,2006,38.881815
South Africa,2006,45.9095
South Korea,2006,1164.724015
Spain,2006,1290.869195
Sweden,2006,34.46744
Switzerland,2006,116.716075
Syria,2006,0.0
Taiwan,2006,360.213
Tajikistan,2006,43.7906
Thailand,2006,317.1287
The Bahamas,2006,0.0
Togo,2006,0.0
Tunisia,2006,45.9095
Turkiye,2006,1067.183985
Ukraine,2006,2447.3295
United Arab Emirates,2006,49.441
United Kingdom,2006,754.3284
United States,2006,4186.280823
Uruguay,2006,4.2378
Uzbekistan,2006,0.0
Venezuela,2006,0.0
World,2007,34040.42423
Argentina,2007,59.3292
Armenia,2007,72.53701
Australia,2007,205.003575
Austria,2007,353.609095
Azerbaijan,2007,0.0
Bahrain,2007,0.0
Bangladesh,2007,0.0
Barbados,2007,0.0
Belarus,2007,727.489
Belgium,2007,616.74116
Benin,2007,0.0
Bosnia and Herzegovina,2007,11.3008
Brazil,2007,353.8563
Bulgaria,2007,107.71075
Burma,2007,0.0
Cameroon,2007,0.0
Canada,2007,478.553565
Chile,2007,98.281645
China,2007,138.4348
Colombia,2007,0.0
Croatia,2007,37.4339
Czechia,2007,304.69782
Denmark,2007,0.0
Dominican Republic,2007,16.9512
Egypt,2007,0.0
El Salvador,2007,0.0
Estonia,2007,34.82059
Finland,2007,161.67207
France,2007,1656.9798
Georgia,2007,59.3292
Germany,2007,3058.279
Ghana,2007,0.0
Gibraltar,2007,0.0
Greece,2007,142.142875
Guyana,2007,0.0
Haiti,2007,0.0
Hong Kong,2007,94.99735
Hungary,2007,370.701555
India,2007,352.4437
Indonesia,2007,0.0
Iran,2007,257.7995
Iraq,2007,0.0
Ireland,2007,160.75388
Israel,2007,0.0
Italy,2007,2611.54425
Jamaica,2007,0.0
Japan,2007,3377.067505
Jordan,2007,82.99025
Kazakhstan,2007,158.9175
Kuwait,2007,0.0
Kyrgyzstan,2007,26.48625
Latvia,2007,58.26975
Lebanon,2007,0.0
Lithuania,2007,121.4836
Luxembourg,2007,46.33328
Macau,2007,0.0
Malaysia,2007,66.03905
Malta,2007,0.0
Mexico,2007,398.953555
Moldova,2007,86.1686
Morocco,2007,20.63071824
Netherlands,2007,921.474295
North Macedonia,2007,2.8252
Norway,2007,0.0
Oman,2007,0.0
Pakistan,2007,0.0
Panama,2007,0.0
Philippines,2007,0.0
Poland,2007,357.52906
Portugal,2007,152.525485
Puerto Rico,2007,26.0
Romania,2007,173.0435
Russia,2007,1818.7225
Singapore,2007,304.4153
Slovakia,2007,221.35442
Slovenia,2007,39.5528
South Africa,2007,86.1686
South Korea,2007,1179.09722
Spain,2007,1284.97159
Sweden,2007,35.562205
Switzerland,2007,113.64367
Syria,2007,0.0
Taiwan,2007,388.81815
Tajikistan,2007,22.6016
Thailand,2007,331.961
The Bahamas,2007,0.0
Togo,2007,0.0
Tunisia,2007,44.14375
Turkiye,2007,1265.40708
Ukraine,2007,2309.601
United Arab Emirates,2007,227.78175
United Kingdom,2007,1058.0374
United States,2007,4607.581658
Uruguay,2007,3.17835
Uzbekistan,2007,0.0
Venezuela,2007,3.5315
World,2008,35242.13603
Argentina,2008,45.9095
Armenia,2008,68.15795
Australia,2008,193.632145
Austria,2008,359.93048
Azerbaijan,2008,0.0
Bahrain,2008,0.0
Bangladesh,2008,0.0
Barbados,2008,0.0
Belarus,2008,745.1465
Belgium,2008,641.850125
Benin,2008,0.0
Bosnia and Herzegovina,2008,10.94765
Brazil,2008,389.52445
Bulgaria,2008,109.4765
Burma,2008,0.0
Cameroon,2008,0.0
Canada,2008,563.34488
Chile,2008,27.5457
China,2008,158.9175
Colombia,2008,0.0
Croatia,2008,43.29619
Czechia,2008,338.070495
Denmark,2008,0.0
Dominican Republic,2008,16.59805
Egypt,2008,0.0
El Salvador,2008,0.0
Estonia,2008,33.40799
Finland,2008,167.357785
France,2008,1739.26375
Georgia,2008,60.7418
Germany,2008,3205.154085
Ghana,2008,0.0
Gibraltar,2008,0.0
Greece,2008,149.0293
Guyana,2008,0.0
Haiti,2008,0.0
Hong Kong,2008,118.6584
Hungary,2008,402.696945
India,2008,381.04885
Indonesia,2008,0.0
Iran,2008,250.7365
Iraq,2008,0.0
Ireland,2008,169.44137
Israel,2008,0.0
Italy,2008,2714.558105
Jamaica,2008,0.0
Japan,2008,3368.733165
Jordan,2008,96.0568
Kazakhstan,2008,162.449
Kuwait,2008,0.0
Kyrgyzstan,2008,25.4268
Latvia,2008,44.85005
Lebanon,2008,0.0
Lithuania,2008,124.66195
Luxembourg,2008,44.320325
Macau,2008,0.0
Malaysia,2008,65.33275
Malta,2008,0.0
Mexico,2008,480.14274
Moldova,2008,88.9938
Morocco,2008,17.6575
Netherlands,2008,934.399585
North Macedonia,2008,2.47205
Norway,2008,0.0
Oman,2008,12.36025
Pakistan,2008,0.0
Panama,2008,0.0
Philippines,2008,0.0
Poland,2008,395.59863
Portugal,2008,168.205345
Puerto Rico,2008,28.486
Romania,2008,157.5049
Russia,2008,1984.703
Singapore,2008,323.83855
Slovakia,2008,221.28379
Slovenia,2008,37.99894
South Africa,2008,97.4694
South Korea,2008,1314.318355
Spain,2008,1439.08625
Sweden,2008,32.27791
Switzerland,2008,121.095135
Syria,2008,4.9441
Taiwan,2008,401.1784
Tajikistan,2008,14.126
Thailand,2008,301.94325
The Bahamas,2008,0.0
Togo,2008,0.0
Tunisia,2008,49.441
Turkiye,2008,1312.058195
Ukraine,2008,2267.223
United Arab Emirates,2008,591.52625
United Kingdom,2008,1290.05695
United States,2008,3984.101115
Uruguay,2008,2.47205
Uzbekistan,2008,0.0
Venezuela,2008,52.9725
World,2009,32348.09413
Argentina,2009,93.9379
Armenia,2009,54.73825
Australia,2009,228.20553
Austria,2009,378.965265
Azerbaijan,2009,8.82875
Bahrain,2009,0.0
Bangladesh,2009,0.0
Barbados,2009,0.0
Belarus,2009,621.544
Belgium,2009,745.07587
Benin,2009,0.0
Bosnia and Herzegovina,2009,7.41615
Brazil,2009,298.0586
Bulgaria,2009,72.7489
Burma,2009,0.0
Cameroon,2009,0.0
Canada,2009,735.2583
Chile,2009,51.595215
China,2009,263.52053
Colombia,2009,0.0
Croatia,2009,36.833545
Czechia,2009,306.18105
Denmark,2009,0.0
Dominican Republic,2009,19.7764
Egypt,2009,0.0
El Salvador,2009,0.0
Estonia,2009,23.060695
Finland,2009,150.79505
France,2009,1664.0428
Georgia,2009,60.0355
Germany,2009,3095.606955
Ghana,2009,0.0
Gibraltar,2009,0.0
Greece,2009,125.544825
Guyana,2009,0.0
Haiti,2009,0.0
Hong Kong,2009,113.255205
Hungary,2009,340.260025
India,2009,445.6753
Indonesia,2009,0.0
Iran,2009,216.1278
Iraq,2009,0.0
Ireland,2009,163.43782
Israel,2009,60.0355
Italy,2009,2445.56375
Jamaica,2009,0.0
Japan,2009,3280.62224
Jordan,2009,100.64775
Kazakhstan,2009,180.1065
Kuwait,2009,31.43035
Kyrgyzstan,2009,22.6016
Latvia,2009,55.0914
Lebanon,2009,1.4126
Lithuania,2009,96.40995
Luxembourg,2009,44.814735
Macau,2009,0.0
Malaysia,2009,53.6788
Malta,2009,0.0
Mexico,2009,478.37699
Moldova,2009,82.28395
Morocco,2009,17.6575
Netherlands,2009,906.500735
North Macedonia,2009,2.8252
Norway,2009,0.0
Oman,2009,52.9725
Pakistan,2009,0.0
Panama,2009,0.0
Philippines,2009,0.0
Poland,2009,351.52551
Portugal,2009,172.90224
Puerto Rico,2009,26.723
Romania,2009,70.98315
Russia,2009,1317.2495
Singapore,2009,284.6389
Slovakia,2009,207.58157
Slovenia,2009,35.985985
South Africa,2009,89.34695
South Korea,2009,1190.786485
Spain,2009,1291.68144
Sweden,2009,42.554575
Switzerland,2009,116.221665
Syria,2009,32.13665
Taiwan,2009,416.36385
Tajikistan,2009,6.674535
Thailand,2009,292.76135
The Bahamas,2009,0.0
Togo,2009,0.0
Tunisia,2009,44.14375
Turkiye,2009,1266.25464
Ukraine,2009,942.9105
United Arab Emirates,2009,591.52625
United Kingdom,2009,1452.50595
United States,2009,3751.359555
Uruguay,2009,1.4126
Uzbekistan,2009,0.0
Venezuela,2009,63.567
World,2010,35794.22361
Argentina,2010,127.48715
Armenia,2010,64.2733
Australia,2010,199.282545
Austria,2010,438.435725
Azerbaijan,2010,8.82875
Bahrain,2010,0.0
Bangladesh,2010,0.0
Barbados,2010,0.0
Belarus,2010,762.804
Belgium,2010,837.777745
Benin,2010,0.0
Bosnia and Herzegovina,2010,8.12245
Brazil,2010,444.969
Bulgaria,2010,87.93435
Burma,2010,0.0
Cameroon,2010,0.0
Canada,2010,800.555735
Chile,2010,126.321755
China,2010,576.69395
Colombia,2010,0.0
Croatia,2010,39.729375
Czechia,2010,300.53065
Denmark,2010,5.36788
Dominican Republic,2010,28.9583
Egypt,2010,0.0
El Salvador,2010,0.0
Estonia,2010,24.755815
Finland,2010,166.510225
France,2010,1722.31255
Georgia,2010,57.9166
Germany,2010,3320.52819
Ghana,2010,4.2378
Gibraltar,2010,0.0
Greece,2010,135.998065
Guyana,2010,0.0
Haiti,2010,0.0
Hong Kong,2010,141.9663
Hungary,2010,340.330655
India,2010,429.07725
Indonesia,2010,0.0
Iran,2010,241.90775
Iraq,2010,0.0
Ireland,2010,184.62682
Israel,2010,74.1615
Italy,2010,2661.12651
Jamaica,2010,0.0
Japan,2010,3488.662905
Jordan,2010,88.9938
Kazakhstan,2010,200.94235
Kuwait,2010,98.52885
Kyrgyzstan,2010,15.89175
Latvia,2010,39.729375
Lebanon,2010,5.29725
Lithuania,2010,109.82965
Luxembourg,2010,48.16966
Macau,2010,5.456615556
Malaysia,2010,103.8261
Malta,2010,0.0
Mexico,2010,540.88454
Moldova,2010,76.63355
Morocco,2010,17.6575
Netherlands,2010,909.325935
North Macedonia,2010,2.8252
Norway,2010,0.0
Oman,2010,67.0985
Pakistan,2010,0.0
Panama,2010,0.0
Philippines,2010,0.0
Poland,2010,384.756925
Portugal,2010,182.2254
Puerto Rico,2010,27.193
Romania,2010,80.5182
Russia,2010,1341.97
Singapore,2010,296.646
Slovakia,2010,215.35087
Slovenia,2010,37.186695
South Africa,2010,107.3576
South Korea,2010,1547.326725
Spain,2010,1296.802115
Sweden,2010,57.598765
Switzerland,2010,129.81794
Syria,2010,24.36735
Taiwan,2010,526.1935
Tajikistan,2010,6.533275
Thailand,2010,311.12515
The Bahamas,2010,0.0
Togo,2010,0.0
Tunisia,2010,44.14375
Turkiye,2010,1343.276655
Ukraine,2010,1285.466
United Arab Emirates,2010,597.17665
United Kingdom,2010,1908.63449
United States,2010,3740.757199
Uruguay,2010,2.8252
Uzbekistan,2010,0.0
Venezuela,2010,51.06549
World,2011,37854.8215
Argentina,2011,267.33455
Armenia,2011,73.10205
Australia,2011,230.46569
Austria,2011,472.550015
Azerbaijan,2011,8.82875
Bahrain,2011,0.0
Bangladesh,2011,0.0
